_id,省,市,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,地区待确认,6,1093,4,1038,0.37,94.97
2,内蒙古,境外输入,0,158,0,133,0.00,84.18
3,内蒙古,呼伦贝尔,0,9,0,9,0.00,100.00
4,内蒙古,包头,0,11,0,11,0.00,100.00
5,内蒙古,呼和浩特,0,7,0,7,0.00,100.00
6,内蒙古,乌兰察布,0,3,0,3,0.00,100.00
7,内蒙古,赤峰,0,9,0,9,0.00,100.00
8,内蒙古,锡林郭勒,0,9,0,9,0.00,100.00
9,内蒙古,通辽,0,7,0,7,0.00,100.00
10,内蒙古,鄂尔多斯,0,11,0,11,0.00,100.00
11,内蒙古,巴彦淖尔,0,8,1,7,12.50,87.50
12,内蒙古,兴安盟,0,1,0,1,0.00,100.00
13,内蒙古,乌海,0,2,0,2,0.00,100.00
14,四川,境外输入,0,37,0,21,0.00,56.76
15,四川,凉山,0,13,0,13,0.00,100.00
16,四川,甘孜,0,78,0,78,0.00,100.00
17,四川,乐山,0,3,0,3,0.00,100.00
18,四川,自贡,0,9,0,9,0.00,100.00
19,四川,攀枝花,0,16,0,16,0.00,100.00
20,四川,泸州,0,24,0,24,0.00,100.00
21,四川,德阳,0,18,0,18,0.00,100.00
22,四川,绵阳,0,22,0,22,0.00,100.00
23,四川,广元,0,6,0,6,0.00,100.00
24,四川,遂宁,0,17,0,17,0.00,100.00
25,四川,成都,0,145,3,142,2.07,97.93
26,四川,内江,0,22,0,22,0.00,100.00
27,四川,阿坝,0,1,0,1,0.00,100.00
28,四川,资阳,0,4,0,4,0.00,100.00
29,四川,眉山,0,8,0,8,0.00,100.00
30,四川,雅安,0,7,0,7,0.00,100.00
31,四川,巴中,0,24,0,24,0.00,100.00
32,四川,达州,0,42,0,42,0.00,100.00
33,四川,广安,0,30,0,30,0.00,100.00
34,四川,宜宾,0,12,0,12,0.00,100.00
35,四川,南充,0,39,0,39,0.00,100.00
36,台湾,地区待确认,0,443,7,427,1.58,96.39
37,吉林,吉林,0,48,1,41,2.08,85.42
38,吉林,境外输入,0,19,0,19,0.00,100.00
39,吉林,通化,0,6,0,6,0.00,100.00
40,吉林,长春,0,45,0,45,0.00,100.00
41,吉林,白城,0,1,0,1,0.00,100.00
42,吉林,四平,0,15,1,14,6.67,93.33
43,吉林,公主岭,0,6,0,6,0.00,100.00
44,吉林,辽源,0,7,0,7,0.00,100.00
45,吉林,延边,0,5,0,5,0.00,100.00
46,吉林,松原,0,2,0,2,0.00,100.00
47,吉林,梅河口市,0,1,0,1,0.00,100.00
48,广东,境外输入,1,202,0,196,0.00,97.03
49,广东,佛山,0,89,0,89,0.00,100.00
50,广东,江门,0,23,0,23,0.00,100.00
51,广东,地区待确认,0,0,0,0,0.00,0.00
52,广东,中山,0,67,0,67,0.00,100.00
53,广东,河源,0,5,0,5,0.00,100.00
54,广东,湛江,0,22,0,22,0.00,100.00
55,广东,珠海,0,98,1,97,1.02,98.98
56,广东,汕头,0,25,0,25,0.00,100.00
57,广东,揭阳,0,10,0,10,0.00,100.00
58,广东,茂名,0,14,0,14,0.00,100.00
59,广东,广州,0,377,1,376,0.27,99.73
60,广东,深圳,0,423,3,420,0.71,99.29
61,广东,肇庆,0,19,1,18,5.26,94.74
62,广东,东莞,0,99,1,98,1.01,98.99
63,广东,阳江,0,14,0,14,0.00,100.00
64,广东,惠州,0,62,0,62,0.00,100.00
65,广东,韶关,0,10,1,9,10.00,90.00
66,广东,清远,0,12,0,12,0.00,100.00
67,广东,汕尾,0,5,0,5,0.00,100.00
68,广东,潮州,0,5,0,5,0.00,100.00
69,广东,梅州,0,16,0,16,0.00,100.00
70,上海,境外输入,0,332,0,327,0.00,98.49
71,上海,青浦,0,6,0,6,0.00,100.00
72,上海,地区待确认,0,0,0,0,0.00,0.00
73,上海,宝山,0,22,1,21,4.55,95.45
74,上海,嘉定,0,9,2,7,22.22,77.78
75,上海,静安,0,16,1,15,6.25,93.75
76,上海,徐汇,0,18,1,17,5.56,94.44
77,上海,黄浦,0,6,1,5,16.67,83.33
78,上海,浦东,0,61,0,61,0.00,100.00
79,上海,外地来沪,0,113,1,112,0.88,99.12
80,上海,崇明,0,4,0,4,0.00,100.00
81,上海,金山,0,4,0,4,0.00,100.00
82,上海,虹口,0,7,0,7,0.00,100.00
83,上海,奉贤,0,9,0,9,0.00,100.00
84,上海,杨浦,0,9,0,9,0.00,100.00
85,上海,普陀,0,11,0,11,0.00,100.00
86,上海,长宁,0,13,0,13,0.00,100.00
87,上海,松江,0,14,0,14,0.00,100.00
88,上海,闵行,0,19,0,19,0.00,100.00
89,山东,境外输入,0,29,0,24,0.00,82.76
90,山东,日照,0,16,0,16,0.00,100.00
91,山东,济宁,0,260,0,260,0.00,100.00
92,山东,济南,0,47,0,47,0.00,100.00
93,山东,淄博,0,30,1,29,3.33,96.67
94,山东,枣庄,0,24,0,24,0.00,100.00
95,山东,泰安,0,35,2,33,5.71,94.29
96,山东,威海,0,38,1,37,2.63,97.37
97,山东,青岛,0,65,1,64,1.54,98.46
98,山东,临沂,0,49,0,49,0.00,100.00
99,山东,德州,0,37,2,35,5.41,94.59
100,山东,聊城,0,38,0,38,0.00,100.00
101,山东,滨州,0,15,0,15,0.00,100.00
102,山东,菏泽,0,18,0,18,0.00,100.00
103,山东,烟台,0,47,0,47,0.00,100.00
104,山东,潍坊,0,44,0,44,0.00,100.00
105,北京,朝阳,0,75,0,0,0.00,0.00
106,北京,海淀,0,64,0,0,0.00,0.00
107,北京,西城,0,53,0,0,0.00,0.00
108,北京,丰台,0,43,0,0,0.00,0.00
109,北京,大兴,0,39,0,0,0.00,0.00
110,北京,昌平,0,29,0,0,0.00,0.00
111,北京,外地来京,0,25,0,0,0.00,0.00
112,北京,通州,0,19,0,0,0.00,0.00
113,北京,房山,0,16,0,0,0.00,0.00
114,北京,石景山,0,14,0,0,0.00,0.00
115,北京,东城,0,14,0,0,0.00,0.00
116,北京,顺义,0,10,0,0,0.00,0.00
117,北京,怀柔,0,7,0,0,0.00,0.00
118,北京,密云,0,7,0,0,0.00,0.00
119,北京,门头沟,0,3,0,0,0.00,0.00
120,北京,境外输入,0,174,0,172,0.00,98.85
121,北京,延庆,0,1,0,0,0.00,0.00
122,北京,地区待确认,0,1,9,410,900.00,41000.00
123,湖北,武汉,0,50340,3869,46468,7.69,92.31
124,湖北,仙桃,0,575,22,553,3.83,96.17
125,湖北,襄阳,0,1175,40,1135,3.40,96.60
126,湖北,天门,0,496,15,481,3.02,96.98
127,湖北,恩施州,0,252,7,245,2.78,97.22
128,湖北,随州,0,1307,45,1262,3.44,96.56
129,湖北,咸宁,0,836,15,821,1.79,98.21
130,湖北,宜昌,0,931,37,894,3.97,96.03
131,湖北,荆州,0,1580,52,1528,3.29,96.71
132,湖北,黄冈,0,2907,125,2782,4.30,95.70
133,湖北,十堰,0,672,8,664,1.19,98.81
134,湖北,黄石,0,1015,39,976,3.84,96.16
135,湖北,荆门,0,928,41,887,4.42,95.58
136,湖北,鄂州,0,1394,59,1335,4.23,95.77
137,湖北,潜江,0,198,9,189,4.55,95.45
138,湖北,神农架,0,11,0,11,0.00,100.00
139,湖北,孝感,0,3518,129,3389,3.67,96.33
140,天津,境外输入,0,56,0,55,0.00,98.21
141,天津,和平区,0,6,0,6,0.00,100.00
142,天津,河北区,0,12,0,12,0.00,100.00
143,天津,津南区,0,2,0,2,0.00,100.00
144,天津,北辰区,0,6,0,6,0.00,100.00
145,天津,南开区,0,6,0,6,0.00,100.00
146,天津,河东区,0,15,1,14,6.67,93.33
147,天津,宁河区,0,4,0,4,0.00,100.00
148,天津,宝坻区,0,60,2,58,3.33,96.67
149,天津,外地来津,0,6,0,6,0.00,100.00
150,天津,滨海新区,0,3,0,3,0.00,100.00
151,天津,武清区,0,2,0,2,0.00,100.00
152,天津,东丽区,0,4,0,4,0.00,100.00
153,天津,河西区,0,4,0,4,0.00,100.00
154,天津,西青区,0,4,0,4,0.00,100.00
155,天津,红桥区,0,2,0,2,0.00,100.00
156,海南,境外输入,0,1,0,0,0.00,0.00
157,海南,保亭,0,3,0,3,0.00,100.00
158,海南,儋州,0,15,1,14,6.67,93.33
159,海南,三亚,0,54,1,53,1.85,98.15
160,海南,东方,0,3,1,2,33.33,66.67
161,海南,万宁,0,13,0,13,0.00,100.00
162,海南,澄迈县,0,9,1,8,11.11,88.89
163,海南,昌江县,0,7,0,7,0.00,100.00
164,海南,海口,0,39,0,39,0.00,100.00
165,海南,琼海,0,6,1,5,16.67,83.33
166,海南,临高县,0,6,0,6,0.00,100.00
167,海南,陵水县,0,4,0,4,0.00,100.00
168,海南,乐东,0,2,0,2,0.00,100.00
169,海南,文昌,0,3,0,3,0.00,100.00
170,海南,定安县,0,3,1,2,33.33,66.67
171,海南,琼中县,0,1,0,1,0.00,100.00
172,福建,境外输入,0,62,0,61,0.00,98.39
173,福建,莆田,0,56,0,56,0.00,100.00
174,福建,漳州,0,20,0,20,0.00,100.00
175,福建,地区待确认,0,0,0,0,0.00,0.00
176,福建,宁德,0,26,0,26,0.00,100.00
177,福建,龙岩,0,6,0,6,0.00,100.00
178,福建,南平,0,20,0,20,0.00,100.00
179,福建,三明,0,14,0,14,0.00,100.00
180,福建,泉州,0,47,0,47,0.00,100.00
181,福建,厦门,0,35,0,35,0.00,100.00
182,福建,福州,0,72,1,71,1.39,98.61
183,陕西,境外输入,0,64,0,63,0.00,98.44
184,陕西,韩城,0,1,0,1,0.00,100.00
185,陕西,渭南,0,15,0,15,0.00,100.00
186,陕西,咸阳,0,17,0,17,0.00,100.00
187,陕西,西安,0,120,3,117,2.50,97.50
188,陕西,汉中,0,26,0,26,0.00,100.00
189,陕西,杨凌,0,1,0,1,0.00,100.00
190,陕西,地区待确认,0,0,0,0,0.00,0.00
191,陕西,榆林,0,3,0,3,0.00,100.00
192,陕西,商洛,0,7,0,7,0.00,100.00
193,陕西,铜川,0,8,0,8,0.00,100.00
194,陕西,延安,0,8,0,8,0.00,100.00
195,陕西,宝鸡,0,13,0,13,0.00,100.00
196,陕西,安康,0,26,0,26,0.00,100.00
197,澳门,地区待确认,0,45,0,45,0.00,100.00
198,安徽,境外输入,0,1,0,1,0.00,100.00
199,安徽,宣城,0,6,0,6,0.00,100.00
200,安徽,池州,0,17,0,17,0.00,100.00
201,安徽,亳州,0,108,0,108,0.00,100.00
202,安徽,六安,0,69,0,69,0.00,100.00
203,安徽,宿州,0,41,0,41,0.00,100.00
204,安徽,阜阳,0,155,0,155,0.00,100.00
205,安徽,滁州,0,13,0,13,0.00,100.00
206,安徽,黄山,0,9,0,9,0.00,100.00
207,安徽,安庆,0,83,0,83,0.00,100.00
208,安徽,铜陵,0,29,0,29,0.00,100.00
209,安徽,淮北,0,27,0,27,0.00,100.00
210,安徽,马鞍山,0,38,0,38,0.00,100.00
211,安徽,淮南,0,27,0,27,0.00,100.00
212,安徽,蚌埠,0,160,5,155,3.12,96.88
213,安徽,芜湖,0,34,0,34,0.00,100.00
214,安徽,合肥,0,174,1,173,0.57,99.43
215,贵州,境外输入,0,1,0,1,0.00,100.00
216,贵州,贵阳,0,36,1,35,2.78,97.22
217,贵州,遵义,0,32,0,32,0.00,100.00
218,贵州,六盘水,0,10,1,9,10.00,90.00
219,贵州,毕节,0,23,0,23,0.00,100.00
220,贵州,黔南州,0,17,0,17,0.00,100.00
221,贵州,安顺,0,4,0,4,0.00,100.00
222,贵州,黔东南州,0,10,0,10,0.00,100.00
223,贵州,铜仁,0,10,0,10,0.00,100.00
224,贵州,黔西南州,0,4,0,4,0.00,100.00
225,江苏,境外输入,0,22,0,22,0.00,100.00
226,江苏,宿迁,0,13,0,13,0.00,100.00
227,江苏,南通,0,40,0,40,0.00,100.00
228,江苏,苏州,0,87,0,87,0.00,100.00
229,江苏,南京,0,93,0,93,0.00,100.00
230,江苏,无锡,0,55,0,55,0.00,100.00
231,江苏,徐州,0,79,0,79,0.00,100.00
232,江苏,连云港,0,48,0,48,0.00,100.00
233,江苏,淮安,0,66,0,66,0.00,100.00
234,江苏,镇江,0,12,0,12,0.00,100.00
235,江苏,常州,0,51,0,51,0.00,100.00
236,江苏,扬州,0,23,0,23,0.00,100.00
237,江苏,盐城,0,27,0,27,0.00,100.00
238,江苏,泰州,0,37,0,37,0.00,100.00
239,浙江,境外输入,0,50,0,50,0.00,100.00
240,浙江,省十里丰监狱,0,36,0,36,0.00,100.00
241,浙江,丽水,0,17,0,17,0.00,100.00
242,浙江,台州,0,146,0,146,0.00,100.00
243,浙江,舟山,0,10,0,10,0.00,100.00
244,浙江,衢州,0,14,0,14,0.00,100.00
245,浙江,金华,0,55,0,55,0.00,100.00
246,浙江,绍兴,0,42,0,42,0.00,100.00
247,浙江,嘉兴,0,46,0,46,0.00,100.00
248,浙江,湖州,0,10,0,10,0.00,100.00
249,浙江,温州,0,504,1,503,0.20,99.80
250,浙江,宁波,0,157,0,157,0.00,100.00
251,浙江,杭州,0,181,0,181,0.00,100.00
252,青海,海北州,0,3,0,3,0.00,100.00
253,青海,西宁,0,15,0,15,0.00,100.00
254,山西,境外输入,0,64,0,64,0.00,100.00
255,山西,太原,0,21,0,21,0.00,100.00
256,山西,晋中,0,37,0,37,0.00,100.00
257,山西,大同,0,12,0,12,0.00,100.00
258,山西,运城,0,19,0,19,0.00,100.00
259,山西,忻州,0,7,0,7,0.00,100.00
260,山西,晋城,0,10,0,10,0.00,100.00
261,山西,长治,0,8,0,8,0.00,100.00
262,山西,朔州,0,8,0,8,0.00,100.00
263,山西,临汾,0,2,0,2,0.00,100.00
264,山西,阳泉,0,4,0,4,0.00,100.00
265,山西,吕梁,0,6,0,6,0.00,100.00
266,河北,境外输入,0,10,0,10,0.00,100.00
267,河北,唐山,0,58,1,57,1.72,98.28
268,河北,张家口,0,41,0,41,0.00,100.00
269,河北,邯郸,0,32,0,32,0.00,100.00
270,河北,石家庄,0,29,0,29,0.00,100.00
271,河北,承德,0,7,0,7,0.00,100.00
272,河北,衡水,0,8,0,8,0.00,100.00
273,河北,秦皇岛,0,10,1,9,10.00,90.00
274,河北,邢台,0,23,1,22,4.35,95.65
275,河北,廊坊,0,30,0,30,0.00,100.00
276,河北,保定,0,32,0,32,0.00,100.00
277,河北,沧州,0,48,3,45,6.25,93.75
278,西藏,拉萨,0,1,0,1,0.00,100.00
279,江西,境外输入,0,2,0,2,0.00,100.00
280,江西,九江,0,118,0,118,0.00,100.00
281,江西,南昌,0,230,0,230,0.00,100.00
282,江西,上饶,0,123,0,123,0.00,100.00
283,江西,新余,0,130,0,130,0.00,100.00
284,江西,抚州,0,72,0,72,0.00,100.00
285,江西,吉安,0,22,0,22,0.00,100.00
286,江西,赣州,0,76,1,75,1.32,98.68
287,江西,萍乡,0,33,0,33,0.00,100.00
288,江西,宜春,0,106,0,106,0.00,100.00
289,江西,鹰潭,0,18,0,18,0.00,100.00
290,江西,景德镇,0,6,0,6,0.00,100.00
291,江西,赣江新区,0,1,0,1,0.00,100.00
292,宁夏,境外输入,0,3,0,3,0.00,100.00
293,宁夏,银川,0,34,0,34,0.00,100.00
294,宁夏,吴忠,0,28,0,28,0.00,100.00
295,宁夏,固原,0,5,0,5,0.00,100.00
296,宁夏,中卫,0,3,0,3,0.00,100.00
297,宁夏,石嘴山,0,1,0,1,0.00,100.00
298,宁夏,宁东管委会,0,1,0,1,0.00,100.00
299,甘肃,境外输入,0,47,0,47,0.00,100.00
300,甘肃,兰州,0,37,2,35,5.41,94.59
301,甘肃,定西,0,9,0,9,0.00,100.00
302,甘肃,地区待确认,0,0,0,0,0.00,0.00
303,甘肃,平凉,0,9,0,9,0.00,100.00
304,甘肃,庆阳,0,3,0,3,0.00,100.00
305,甘肃,白银,0,4,0,4,0.00,100.00
306,甘肃,甘南州,0,8,0,8,0.00,100.00
307,甘肃,天水,0,12,0,12,0.00,100.00
308,甘肃,陇南,0,4,0,4,0.00,100.00
309,甘肃,临夏,0,3,0,3,0.00,100.00
310,甘肃,张掖,0,2,0,2,0.00,100.00
311,甘肃,金昌,0,1,0,1,0.00,100.00
312,广西,境外输入,0,2,0,2,0.00,100.00
313,广西,北海,0,44,1,43,2.27,97.73
314,广西,来宾,0,11,0,11,0.00,100.00
315,广西,防城港,0,19,0,19,0.00,100.00
316,广西,柳州,0,24,0,24,0.00,100.00
317,广西,南宁,0,55,0,55,0.00,100.00
318,广西,河池,0,28,1,27,3.57,96.43
319,广西,桂林,0,32,0,32,0.00,100.00
320,广西,玉林,0,11,0,11,0.00,100.00
321,广西,钦州,0,8,0,8,0.00,100.00
322,广西,贵港,0,8,0,8,0.00,100.00
323,广西,梧州,0,5,0,5,0.00,100.00
324,广西,百色,0,3,0,3,0.00,100.00
325,广西,贺州,0,4,0,4,0.00,100.00
326,黑龙江,地区待确认,0,2,0,2,0.00,100.00
327,黑龙江,哈尔滨,0,264,4,260,1.52,98.48
328,黑龙江,境外输入,0,386,0,386,0.00,100.00
329,黑龙江,牡丹江,0,25,0,25,0.00,100.00
330,黑龙江,大庆,0,27,1,26,3.70,96.30
331,黑龙江,齐齐哈尔,0,43,1,42,2.33,97.67
332,黑龙江,大兴安岭,0,3,0,3,0.00,100.00
333,黑龙江,黑河,0,14,0,14,0.00,100.00
334,黑龙江,双鸭山,0,52,3,49,5.77,94.23
335,黑龙江,绥化,0,47,4,43,8.51,91.49
336,黑龙江,鹤岗,0,5,0,5,0.00,100.00
337,黑龙江,七台河,0,17,0,17,0.00,100.00
338,黑龙江,鸡西,0,46,0,46,0.00,100.00
339,黑龙江,伊春,0,1,0,1,0.00,100.00
