_id,省,市,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,地区待确认,67,1655,10,1254,0.60,75.77
2,北京,丰台,0,273,0,43,0.00,15.75
3,北京,大兴,0,104,0,39,0.00,37.50
4,北京,海淀,0,82,0,64,0.00,78.05
5,北京,西城,0,59,0,53,0.00,89.83
6,北京,东城,0,19,0,14,0.00,73.68
7,北京,房山,0,20,0,16,0.00,80.00
8,北京,门头沟,0,5,0,3,0.00,60.00
9,北京,朝阳,0,77,0,75,0.00,97.40
10,北京,通州,0,20,9,10,45.00,50.00
11,北京,石景山,0,15,0,14,0.00,93.33
12,北京,昌平,0,30,0,29,0.00,96.67
13,北京,延庆,0,1,0,1,0.00,100.00
14,北京,境外输入,0,174,0,174,0.00,100.00
15,北京,外地来京,0,25,0,25,0.00,100.00
16,北京,密云,0,7,0,7,0.00,100.00
17,北京,顺义,0,10,0,10,0.00,100.00
18,北京,怀柔,0,7,0,7,0.00,100.00
19,北京,地区待确认,0,1,0,178,0.00,17800.00
20,上海,境外输入,1,391,0,360,0.00,92.07
21,上海,境外来沪,0,1,0,0,0.00,0.00
22,上海,青浦,0,6,0,6,0.00,100.00
23,上海,地区待确认,0,0,0,0,0.00,0.00
24,上海,宝山,0,22,1,21,4.55,95.45
25,上海,嘉定,0,9,2,7,22.22,77.78
26,上海,徐汇,0,18,1,17,5.56,94.44
27,上海,静安,0,16,1,15,6.25,93.75
28,上海,黄浦,0,6,1,5,16.67,83.33
29,上海,浦东,0,61,0,61,0.00,100.00
30,上海,外地来沪,0,113,1,112,0.88,99.12
31,上海,崇明,0,4,0,4,0.00,100.00
32,上海,金山,0,4,0,4,0.00,100.00
33,上海,虹口,0,7,0,7,0.00,100.00
34,上海,奉贤,0,9,0,9,0.00,100.00
35,上海,杨浦,0,9,0,9,0.00,100.00
36,上海,普陀,0,11,0,11,0.00,100.00
37,上海,长宁,0,13,0,13,0.00,100.00
38,上海,松江,0,14,0,14,0.00,100.00
39,上海,闵行,0,19,0,19,0.00,100.00
40,辽宁,境外输入,0,33,0,23,0.00,69.70
41,辽宁,沈阳,0,34,0,32,0.00,94.12
42,辽宁,铁岭,0,7,0,7,0.00,100.00
43,辽宁,抚顺,0,1,0,1,0.00,100.00
44,辽宁,大连,0,18,0,18,0.00,100.00
45,辽宁,朝阳市,0,6,1,5,16.67,83.33
46,辽宁,丹东,0,11,0,11,0.00,100.00
47,辽宁,葫芦岛,0,12,1,11,8.33,91.67
48,辽宁,辽阳,0,3,0,3,0.00,100.00
49,辽宁,鞍山,0,4,0,4,0.00,100.00
50,辽宁,锦州,0,12,0,12,0.00,100.00
51,辽宁,盘锦,0,11,0,11,0.00,100.00
52,辽宁,阜新,0,8,0,8,0.00,100.00
53,辽宁,本溪,0,3,0,3,0.00,100.00
54,辽宁,营口,0,1,0,1,0.00,100.00
55,辽宁,地区待确认,0,0,0,1,0.00,0.00
56,内蒙古,境外输入,0,172,0,161,0.00,93.60
57,内蒙古,呼伦贝尔,0,9,0,9,0.00,100.00
58,内蒙古,包头,0,11,0,11,0.00,100.00
59,内蒙古,呼和浩特,0,7,0,7,0.00,100.00
60,内蒙古,乌兰察布,0,3,0,3,0.00,100.00
61,内蒙古,锡林郭勒,0,9,0,9,0.00,100.00
62,内蒙古,赤峰,0,9,0,9,0.00,100.00
63,内蒙古,通辽,0,7,0,7,0.00,100.00
64,内蒙古,鄂尔多斯,0,11,0,11,0.00,100.00
65,内蒙古,巴彦淖尔,0,8,1,7,12.50,87.50
66,内蒙古,兴安盟,0,1,0,1,0.00,100.00
67,内蒙古,乌海,0,2,0,2,0.00,100.00
68,广东,境外输入,4,259,0,249,0.00,96.14
69,广东,佛山,0,89,0,89,0.00,100.00
70,广东,广州,0,377,1,376,0.27,99.73
71,广东,中山,0,67,0,67,0.00,100.00
72,广东,河源,0,5,0,5,0.00,100.00
73,广东,湛江,0,22,0,22,0.00,100.00
74,广东,珠海,0,98,1,97,1.02,98.98
75,广东,汕头,0,25,0,25,0.00,100.00
76,广东,揭阳,0,10,0,10,0.00,100.00
77,广东,江门,0,23,0,23,0.00,100.00
78,广东,梅州,0,16,0,16,0.00,100.00
79,广东,地区待确认,0,0,0,0,0.00,0.00
80,广东,深圳,0,423,3,420,0.71,99.29
81,广东,东莞,0,99,1,98,1.01,98.99
82,广东,阳江,0,14,0,14,0.00,100.00
83,广东,惠州,0,62,0,62,0.00,100.00
84,广东,茂名,0,14,0,14,0.00,100.00
85,广东,韶关,0,10,1,9,10.00,90.00
86,广东,清远,0,12,0,12,0.00,100.00
87,广东,汕尾,0,5,0,5,0.00,100.00
88,广东,潮州,0,5,0,5,0.00,100.00
89,广东,肇庆,0,19,1,18,5.26,94.74
90,四川,境外输入,0,58,0,54,0.00,93.10
91,四川,雅安,0,8,0,7,0.00,87.50
92,四川,遂宁,0,17,0,17,0.00,100.00
93,四川,乐山,0,3,0,3,0.00,100.00
94,四川,自贡,0,9,0,9,0.00,100.00
95,四川,攀枝花,0,16,0,16,0.00,100.00
96,四川,泸州,0,24,0,24,0.00,100.00
97,四川,德阳,0,18,0,18,0.00,100.00
98,四川,绵阳,0,22,0,22,0.00,100.00
99,四川,广元,0,6,0,6,0.00,100.00
100,四川,内江,0,22,0,22,0.00,100.00
101,四川,成都,0,145,3,142,2.07,97.93
102,四川,凉山,0,13,0,13,0.00,100.00
103,四川,甘孜,0,78,0,78,0.00,100.00
104,四川,阿坝,0,1,0,1,0.00,100.00
105,四川,资阳,0,4,0,4,0.00,100.00
106,四川,眉山,0,8,0,8,0.00,100.00
107,四川,巴中,0,24,0,24,0.00,100.00
108,四川,达州,0,42,0,42,0.00,100.00
109,四川,广安,0,30,0,30,0.00,100.00
110,四川,宜宾,0,12,0,12,0.00,100.00
111,四川,南充,0,39,0,39,0.00,100.00
112,天津,境外输入,0,66,0,61,0.00,92.42
113,天津,和平区,0,6,0,6,0.00,100.00
114,天津,宝坻区,0,60,2,58,3.33,96.67
115,天津,河北区,0,12,0,12,0.00,100.00
116,天津,津南区,0,2,0,2,0.00,100.00
117,天津,南开区,0,6,0,6,0.00,100.00
118,天津,河东区,0,15,1,14,6.67,93.33
119,天津,宁河区,0,4,0,4,0.00,100.00
120,天津,北辰区,0,7,0,7,0.00,100.00
121,天津,外地来津,0,6,0,6,0.00,100.00
122,天津,滨海新区,0,3,0,3,0.00,100.00
123,天津,武清区,0,2,0,2,0.00,100.00
124,天津,东丽区,0,4,0,4,0.00,100.00
125,天津,河西区,0,4,0,4,0.00,100.00
126,天津,西青区,0,4,0,4,0.00,100.00
127,天津,红桥区,0,2,0,2,0.00,100.00
128,台湾,地区待确认,1,452,7,440,1.55,97.35
129,陕西,境外输入,0,76,0,73,0.00,96.05
130,陕西,韩城,0,1,0,1,0.00,100.00
131,陕西,渭南,0,15,0,15,0.00,100.00
132,陕西,咸阳,0,17,0,17,0.00,100.00
133,陕西,西安,0,120,3,117,2.50,97.50
134,陕西,汉中,0,26,0,26,0.00,100.00
135,陕西,杨凌,0,1,0,1,0.00,100.00
136,陕西,地区待确认,0,0,0,0,0.00,0.00
137,陕西,榆林,0,3,0,3,0.00,100.00
138,陕西,商洛,0,7,0,7,0.00,100.00
139,陕西,铜川,0,8,0,8,0.00,100.00
140,陕西,延安,0,8,0,8,0.00,100.00
141,陕西,宝鸡,0,13,0,13,0.00,100.00
142,陕西,安康,0,26,0,26,0.00,100.00
143,河北,保定,0,48,0,34,0.00,70.83
144,河北,廊坊,0,32,0,30,0.00,93.75
145,河北,沧州,0,49,3,45,6.12,91.84
146,河北,邢台,0,23,1,22,4.35,95.65
147,河北,张家口,0,43,0,43,0.00,100.00
148,河北,境外输入,0,10,0,10,0.00,100.00
149,河北,唐山,0,58,1,57,1.72,98.28
150,河北,邯郸,0,32,0,32,0.00,100.00
151,河北,石家庄,0,29,0,29,0.00,100.00
152,河北,承德,0,7,0,7,0.00,100.00
153,河北,衡水,0,8,0,8,0.00,100.00
154,河北,秦皇岛,0,10,1,9,10.00,90.00
155,河北,地区待确认,0,0,0,14,0.00,0.00
156,云南,境外输入,0,14,0,11,0.00,78.57
157,云南,昭通市,0,25,0,25,0.00,100.00
158,云南,德宏州,0,5,0,5,0.00,100.00
159,云南,昆明,0,53,0,53,0.00,100.00
160,云南,保山市,0,9,0,9,0.00,100.00
161,云南,玉溪,0,14,1,13,7.14,92.86
162,云南,红河,0,9,0,9,0.00,100.00
163,云南,曲靖,0,13,0,13,0.00,100.00
164,云南,大理,0,13,0,13,0.00,100.00
165,云南,西双版纳州,0,15,1,14,6.67,93.33
166,云南,文山州,0,2,0,2,0.00,100.00
167,云南,普洱,0,4,0,4,0.00,100.00
168,云南,楚雄州,0,4,0,4,0.00,100.00
169,云南,丽江市,0,7,0,7,0.00,100.00
170,云南,临沧,0,1,0,1,0.00,100.00
171,山东,境外输入,1,31,0,29,0.00,93.55
172,山东,泰安,0,35,2,33,5.71,94.29
