_id,省,市,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,香港,地区待确认,3,1082,4,1036,0.37,95.75
2,内蒙古,境外输入,0,155,0,130,0.00,83.87
3,内蒙古,呼伦贝尔,0,9,0,9,0.00,100.00
4,内蒙古,包头,0,11,0,11,0.00,100.00
5,内蒙古,呼和浩特,0,7,0,7,0.00,100.00
6,内蒙古,乌兰察布,0,3,0,3,0.00,100.00
7,内蒙古,赤峰,0,9,0,9,0.00,100.00
8,内蒙古,锡林郭勒,0,9,0,9,0.00,100.00
9,内蒙古,通辽,0,7,0,7,0.00,100.00
10,内蒙古,鄂尔多斯,0,11,0,11,0.00,100.00
11,内蒙古,巴彦淖尔,0,8,1,7,12.50,87.50
12,内蒙古,兴安盟,0,1,0,1,0.00,100.00
13,内蒙古,乌海,0,2,0,2,0.00,100.00
14,台湾,地区待确认,0,442,7,421,1.58,95.25
15,吉林,吉林,0,48,1,38,2.08,79.17
16,吉林,境外输入,0,19,0,19,0.00,100.00
17,吉林,通化,0,6,0,6,0.00,100.00
18,吉林,长春,0,45,0,45,0.00,100.00
19,吉林,白城,0,1,0,1,0.00,100.00
20,吉林,四平,0,15,1,14,6.67,93.33
21,吉林,公主岭,0,6,0,6,0.00,100.00
22,吉林,辽源,0,7,0,7,0.00,100.00
23,吉林,延边,0,5,0,5,0.00,100.00
24,吉林,松原,0,2,0,2,0.00,100.00
25,吉林,梅河口市,0,1,0,1,0.00,100.00
26,上海,境外输入,0,331,0,324,0.00,97.89
27,上海,外地来沪,0,113,1,111,0.88,98.23
28,上海,青浦,0,6,0,6,0.00,100.00
29,上海,宝山,0,22,1,21,4.55,95.45
30,上海,嘉定,0,9,2,7,22.22,77.78
31,上海,徐汇,0,18,1,17,5.56,94.44
32,上海,静安,0,16,1,15,6.25,93.75
33,上海,黄浦,0,6,1,5,16.67,83.33
34,上海,浦东,0,61,0,61,0.00,100.00
35,上海,地区待确认,0,0,0,0,0.00,0.00
36,上海,崇明,0,4,0,4,0.00,100.00
37,上海,金山,0,4,0,4,0.00,100.00
38,上海,虹口,0,7,0,7,0.00,100.00
39,上海,奉贤,0,9,0,9,0.00,100.00
40,上海,杨浦,0,9,0,9,0.00,100.00
41,上海,普陀,0,11,0,11,0.00,100.00
42,上海,长宁,0,13,0,13,0.00,100.00
43,上海,松江,0,14,0,14,0.00,100.00
44,上海,闵行,0,19,0,19,0.00,100.00
45,山东,境外输入,2,29,0,24,0.00,82.76
46,山东,日照,0,16,0,16,0.00,100.00
47,山东,济宁,0,260,0,260,0.00,100.00
48,山东,济南,0,47,0,47,0.00,100.00
49,山东,淄博,0,30,1,29,3.33,96.67
50,山东,枣庄,0,24,0,24,0.00,100.00
51,山东,泰安,0,35,2,33,5.71,94.29
52,山东,威海,0,38,1,37,2.63,97.37
53,山东,青岛,0,65,1,64,1.54,98.46
54,山东,临沂,0,49,0,49,0.00,100.00
55,山东,德州,0,37,2,35,5.41,94.59
56,山东,聊城,0,38,0,38,0.00,100.00
57,山东,滨州,0,15,0,15,0.00,100.00
58,山东,菏泽,0,18,0,18,0.00,100.00
59,山东,烟台,0,47,0,47,0.00,100.00
60,山东,潍坊,0,44,0,44,0.00,100.00
61,湖北,武汉,0,50340,3869,46467,7.69,92.31
62,湖北,十堰,0,672,8,664,1.19,98.81
63,湖北,黄石,0,1015,39,976,3.84,96.16
64,湖北,孝感,0,3518,129,3389,3.67,96.33
65,湖北,鄂州,0,1394,59,1335,4.23,95.77
66,湖北,潜江,0,198,9,189,4.55,95.45
67,湖北,神农架,0,11,0,11,0.00,100.00
68,湖北,仙桃,0,575,22,553,3.83,96.17
69,湖北,荆门,0,928,41,887,4.42,95.58
70,湖北,襄阳,0,1175,40,1135,3.40,96.60
71,湖北,天门,0,496,15,481,3.02,96.98
72,湖北,恩施州,0,252,7,245,2.78,97.22
73,湖北,随州,0,1307,45,1262,3.44,96.56
74,湖北,咸宁,0,836,15,821,1.79,98.21
75,湖北,宜昌,0,931,37,894,3.97,96.03
76,湖北,荆州,0,1580,52,1528,3.29,96.71
