_id,省,市,新增确诊,累计确诊,死亡,治愈,死亡率,治愈率
1,台湾,地区待确认,0,440,6,366,1.36,83.18
2,香港,地区待确认,3,1047,4,982,0.38,93.79
3,黑龙江,境外输入,0,386,0,368,0.00,95.34
4,黑龙江,哈尔滨,1,264,4,253,1.52,95.83
5,黑龙江,牡丹江,0,25,0,22,0.00,88.00
6,黑龙江,黑河,0,14,0,14,0.00,100.00
7,黑龙江,地区待确定,0,0,0,0,0.00,0.00
8,黑龙江,齐齐哈尔,0,43,1,42,2.33,97.67
9,黑龙江,大兴安岭,0,3,0,3,0.00,100.00
10,黑龙江,大庆,0,27,1,26,3.70,96.30
11,黑龙江,双鸭山,0,52,3,49,5.77,94.23
12,黑龙江,绥化,0,47,4,43,8.51,91.49
13,黑龙江,鹤岗,0,5,0,5,0.00,100.00
14,黑龙江,七台河,0,17,0,17,0.00,100.00
15,黑龙江,鸡西,0,46,0,46,0.00,100.00
16,黑龙江,伊春,0,1,0,1,0.00,100.00
17,黑龙江,佳木斯,0,15,0,15,0.00,100.00
18,上海,境外输入,0,320,0,295,0.00,92.19
19,上海,青浦,0,6,0,6,0.00,100.00
20,上海,地区待确认,0,0,0,0,0.00,0.00
21,上海,宝山,0,22,1,21,4.55,95.45
22,上海,嘉定,0,9,2,7,22.22,77.78
23,上海,徐汇,0,18,1,17,5.56,94.44
24,上海,静安,0,16,1,15,6.25,93.75
25,上海,黄浦,0,6,1,5,16.67,83.33
26,上海,浦东,0,61,0,61,0.00,100.00
27,上海,外地来沪,0,111,1,110,0.90,99.10
28,上海,崇明,0,4,0,4,0.00,100.00
29,上海,金山,0,4,0,4,0.00,100.00
30,上海,虹口,0,7,0,7,0.00,100.00
31,上海,奉贤,0,9,0,9,0.00,100.00
32,上海,杨浦,0,9,0,9,0.00,100.00
33,上海,普陀,0,11,0,11,0.00,100.00
34,上海,长宁,0,13,0,13,0.00,100.00
35,上海,松江,0,14,0,14,0.00,100.00
36,上海,闵行,0,19,0,19,0.00,100.00
37,吉林,吉林,3,20,0,5,0.00,25.00
38,吉林,境外输入,0,19,0,13,0.00,68.42
39,吉林,通化,0,6,0,6,0.00,100.00
40,吉林,长春,0,45,0,45,0.00,100.00
41,吉林,白城,0,1,0,1,0.00,100.00
42,吉林,四平,0,15,1,14,6.67,93.33
43,吉林,公主岭,0,6,0,6,0.00,100.00
44,吉林,辽源,0,7,0,7,0.00,100.00
45,吉林,延边,0,5,0,5,0.00,100.00
46,吉林,松原,0,2,0,2,0.00,100.00
47,吉林,梅河口市,0,1,0,1,0.00,100.00
48,内蒙古,境外输入,7,131,0,112,0.00,85.50
49,内蒙古,呼伦贝尔,0,9,0,8,0.00,88.89
50,内蒙古,包头,0,11,0,11,0.00,100.00
51,内蒙古,呼和浩特,0,7,0,7,0.00,100.00
52,内蒙古,乌兰察布,0,3,0,3,0.00,100.00
53,内蒙古,锡林郭勒,0,9,0,9,0.00,100.00
54,内蒙古,赤峰,0,9,0,9,0.00,100.00
55,内蒙古,通辽,0,7,0,7,0.00,100.00
56,内蒙古,鄂尔多斯,0,11,0,11,0.00,100.00
57,内蒙古,巴彦淖尔,0,8,1,7,12.50,87.50
58,内蒙古,兴安盟,0,1,0,1,0.00,100.00
59,内蒙古,乌海,0,2,0,2,0.00,100.00
60,北京,朝阳,0,75,0,0,0.00,0.00
61,北京,海淀,0,64,0,0,0.00,0.00
62,北京,西城,0,53,0,0,0.00,0.00
63,北京,丰台,0,43,0,0,0.00,0.00
64,北京,大兴,0,39,0,0,0.00,0.00
65,北京,昌平,0,29,0,0,0.00,0.00
66,北京,外地来京,0,25,0,0,0.00,0.00
67,北京,通州,0,19,0,0,0.00,0.00
68,北京,房山,0,16,0,0,0.00,0.00
69,北京,石景山,0,14,0,0,0.00,0.00
70,北京,东城,0,14,0,0,0.00,0.00
71,北京,境外输入,0,174,0,161,0.00,92.53
72,北京,顺义,0,10,0,0,0.00,0.00
73,北京,密云,0,7,0,0,0.00,0.00
74,北京,怀柔,0,7,0,0,0.00,0.00
75,北京,门头沟,0,3,0,0,0.00,0.00
76,北京,延庆,0,1,0,0,0.00,0.00
77,北京,地区待确认,0,0,9,407,0.00,0.00
78,陕西,境外输入,0,63,0,52,0.00,82.54
79,陕西,韩城,0,1,0,1,0.00,100.00
80,陕西,渭南,0,15,0,15,0.00,100.00
81,陕西,咸阳,0,17,0,17,0.00,100.00
82,陕西,西安,0,120,3,117,2.50,97.50
83,陕西,汉中,0,26,0,26,0.00,100.00
84,陕西,杨凌,0,1,0,1,0.00,100.00
85,陕西,地区待确认,0,0,0,0,0.00,0.00
86,陕西,榆林,0,3,0,3,0.00,100.00
87,陕西,商洛,0,7,0,7,0.00,100.00
88,陕西,铜川,0,8,0,8,0.00,100.00
89,陕西,延安,0,8,0,8,0.00,100.00
90,陕西,宝鸡,0,13,0,13,0.00,100.00
91,陕西,安康,0,26,0,26,0.00,100.00
92,湖北,武汉,5,50339,3869,46464,7.69,92.30
93,湖北,恩施州,0,252,7,245,2.78,97.22
94,湖北,宜昌,0,931,37,894,3.97,96.03
95,湖北,黄石,0,1015,39,976,3.84,96.16
96,湖北,荆州,0,1580,52,1528,3.29,96.71
97,湖北,随州,0,1307,45,1262,3.44,96.56
98,湖北,荆门,0,928,41,887,4.42,95.58
99,湖北,咸宁,0,836,15,821,1.79,98.21
100,湖北,黄冈,0,2907,125,2782,4.30,95.70
101,湖北,十堰,0,672,8,664,1.19,98.81
102,湖北,孝感,0,3518,129,3389,3.67,96.33
103,湖北,神农架,0,11,0,11,0.00,100.00
104,湖北,潜江,0,198,9,189,4.55,95.45
105,湖北,鄂州,0,1394,59,1335,4.23,95.77
106,湖北,襄阳,0,1175,40,1135,3.40,96.60
107,湖北,天门,0,496,15,481,3.02,96.98
108,湖北,仙桃,0,575,22,553,3.83,96.17
109,山东,青岛,0,65,1,62,1.54,95.38
110,山东,境外输入,0,25,0,23,0.00,92.00
111,山东,潍坊,0,44,0,44,0.00,100.00
112,山东,济南,0,47,0,47,0.00,100.00
113,山东,菏泽,0,18,0,18,0.00,100.00
114,山东,淄博,0,30,1,29,3.33,96.67
115,山东,枣庄,0,24,0,24,0.00,100.00
116,山东,烟台,0,47,0,47,0.00,100.00
117,山东,济宁,0,260,0,260,0.00,100.00
118,山东,威海,0,38,1,37,2.63,97.37
119,山东,日照,0,16,0,16,0.00,100.00
120,山东,临沂,0,49,0,49,0.00,100.00
121,山东,德州,0,37,2,35,5.41,94.59
122,山东,聊城,0,38,0,38,0.00,100.00
123,山东,滨州,0,15,0,15,0.00,100.00
124,山东,泰安,0,35,2,33,5.71,94.29
125,广东,广州,0,377,1,374,0.27,99.20
126,广东,佛山,0,89,0,88,0.00,98.88
127,广东,深圳,0,423,3,419,0.71,99.05
128,广东,东莞,0,99,1,98,1.01,98.99
129,广东,潮州,0,5,0,5,0.00,100.00
130,广东,湛江,0,22,0,22,0.00,100.00
131,广东,珠海,0,98,1,97,1.02,98.98
132,广东,汕头,0,25,0,25,0.00,100.00
133,广东,揭阳,0,10,0,10,0.00,100.00
134,广东,江门,0,23,0,23,0.00,100.00
135,广东,汕尾,0,5,0,5,0.00,100.00
136,广东,境外输入,0,194,0,194,0.00,100.00
137,广东,中山,0,67,0,67,0.00,100.00
138,广东,梅州,0,16,0,16,0.00,100.00
139,广东,河源,0,5,0,5,0.00,100.00
140,广东,肇庆,0,19,1,18,5.26,94.74
141,广东,阳江,0,14,0,14,0.00,100.00
142,广东,惠州,0,62,0,62,0.00,100.00
143,广东,茂名,0,14,0,14,0.00,100.00
144,广东,韶关,0,10,1,9,10.00,90.00
145,广东,地区待确认,0,0,0,0,0.00,0.00
146,广东,清远,0,12,0,12,0.00,100.00
147,澳门,地区待确认,0,45,0,41,0.00,91.11
148,天津,境外输入,0,55,0,53,0.00,96.36
149,天津,和平区,0,6,0,6,0.00,100.00
150,天津,河北区,0,12,0,12,0.00,100.00
151,天津,津南区,0,2,0,2,0.00,100.00
152,天津,北辰区,0,6,0,6,0.00,100.00
153,天津,南开区,0,6,0,6,0.00,100.00
154,天津,河东区,0,15,1,14,6.67,93.33
155,天津,宁河区,0,4,0,4,0.00,100.00
156,天津,宝坻区,0,60,2,58,3.33,96.67
157,天津,外地来津,0,6,0,6,0.00,100.00
158,天津,滨海新区,0,3,0,3,0.00,100.00
159,天津,河西区,0,4,0,4,0.00,100.00
160,天津,东丽区,0,4,0,4,0.00,100.00
161,天津,武清区,0,2,0,2,0.00,100.00
162,天津,西青区,0,4,0,4,0.00,100.00
163,天津,红桥区,0,2,0,2,0.00,100.00
164,河北,境外输入,0,10,0,9,0.00,90.00
165,河北,唐山,0,58,1,57,1.72,98.28
166,河北,张家口,0,41,0,41,0.00,100.00
167,河北,邯郸,0,32,0,32,0.00,100.00
168,河北,石家庄,0,29,0,29,0.00,100.00
169,河北,承德,0,7,0,7,0.00,100.00
170,河北,衡水,0,8,0,8,0.00,100.00
171,河北,秦皇岛,0,10,1,9,10.00,90.00
172,河北,邢台,0,23,1,22,4.35,95.65
173,河北,廊坊,0,30,0,30,0.00,100.00
174,河北,保定,0,32,0,32,0.00,100.00
175,河北,沧州,0,48,3,45,6.25,93.75
176,福建,境外输入,0,60,0,59,0.00,98.33
177,福建,莆田,0,56,0,56,0.00,100.00
178,福建,漳州,0,20,0,20,0.00,100.00
